"Symbol","COMPANY","收盤日","收盤價","預期報酬率","貴價","淑價","預期ROE","NAV","預期常利","財報幣別","盈再率","預期配息率","股息","股子","ROE1","ROE2","ROE3","ROE4","ROE5","SECTOR","Industry","交易所","Shares","財報","最近營收年度","營收","近12月最高價","近12月最低價"
"1420","SANYO HOMES CORPORATION","20260220",718.0,12.0,1740.59,569.0,4.24,1366.82,650.4,"JPY",10.8,65.6,"",0,5.1,4.6,-1.1,2.1,"","Consumer Durables","Residential Construction","",11.21,"",2025,45518.0,742.0,600.0
"1429","NIPPON AQUA CO LTD","20260220",836.0,8.0,1543.23,598.33,17.96,330.67,1893.7,"JPY",-2.2,75.1,35.0,0,19.8,25.2,19.5,12.5,"","Process Industries","Engineering & Construction","",31.89,"",2024,30265.0,955.0,650.0
"142A","JINJIB CO LTD","20260220",572.0,"","","",-32.76,134.14,-127.4,"JPY","",0.0,"",0,-38.7,643.3,"","","","Commercial Services","Personnel Services","",2.9,"",2025,2400.0,1083.0,430.0
"1430","FIRST-CORPORATION INC","20260220",1081.0,15.0,3215.15,1119.19,13.6,814.69,1327.0,"JPY","",27.5,"",0,19.9,12.4,"","","","Consumer Durables","Residential Construction","",11.98,"",2025,43194.0,1085.0,830.0
"1431","LIB WORK CO LTD","20260220",657.0,-3.0,534.71,174.8,8.79,202.75,414.4,"JPY",76.6,31.1,"",0,11.2,11.2,5.1,13.8,"","Industrial Services","Real Estate - Diversified","",23.25,"",2025,16004.0,838.0,562.0
"1433","BESTERRA CO LTD","20260220",1271.0,2.0,1484.52,485.29,9.3,532.02,451.3,"JPY",-134.2,85.0,25.0,0,8.2,5.3,-1.5,7.4,"","Industrial Services","Engineering & Construction","",9.12,"",2025,10897.0,1354.0,882.0
"1434","JESCO Holdings, Inc.","20260220",2007.0,9.0,3923.87,1486.36,13.94,1077.09,1042.0,"JPY",-154.9,62.9,"",0,15.7,14.4,0.1,13.2,12.0,"Industrial Services","Engineering & Construction","",6.94,"",2025,19067.0,2057.0,721.0
"1435","ROBOT HOME INC","20260220",201.0,3.0,258.98,84.66,8.34,103.56,775.9,"JPY",55.5,33.7,2.0,0,10.8,9.4,10.4,5.6,"","Finance","Real Estate Services","",89.88,"",2024,13157.0,219.0,135.0
"1436","GREENENERGY & CO INC","20260220",2895.0,0.0,2871.84,938.81,7.45,1284.71,394.4,"JPY",52.2,31.2,"",0,7.6,7.0,7.5,7.1,"","Commercial Services","Engineering & Construction","",4.12,"",2025,11616.0,2681.0,2051.0
"1438","Gifu landscape architect Co.,Ltd.","20260220",1880.0,8.0,3459.26,1130.84,9.02,1278.7,373.6,"JPY",10.5,57.3,"",0,10.2,9.6,9.1,8.3,8.2,"Commercial Services","Engineering & Construction","",3.24,"",2025,6271.0,2030.0,1705.0
"1439","Yasue Corp.","20250226",2141.0,0.0,2152.78,703.75,8.99,798.46,232.5,"JPY",28.0,48.3,"",0,13.1,13.2,9.0,9.6,"","Industrials","Engineering & Construction","",3.24,"",2024,8082.0,0.0,0.0
"143A","ISHIN CO LTD","20260220",805.0,10.0,1666.55,544.8,10.24,621.76,122.9,"JPY","",0.0,"",0,18.7,21.5,18.4,"","","Technology Services","Packaged Software","",1.93,"",2025,1393.0,1596.0,685.0
"1443","GIKEN HOLDINGS CO LTD","20260220",335.0,15.0,1007.49,329.35,4.99,672.52,545.1,"JPY",270.7,2.2,"",0,4.6,4.3,3.3,6.9,"","Industrial Services","Engineering & Construction","",16.23,"",2025,4906.0,375.0,159.0
"1444","Nissou Co. Ltd.","20260220",2700.0,"","","",-2.69,1562.39,-45.8,"JPY","",0.0,"",0,-4.7,1.8,4.7,"","","Consumer Durables","Residential Construction","",1.09,"",2025,5279.0,3005.0,2035.0
"1446","CANDEAL Co., Ltd.","20260220",591.0,1.0,634.99,207.58,6.62,319.87,196.0,"JPY",27.1,63.4,"",0,7.0,5.1,9.0,3.2,-2.1,"Consumer Durables","Engineering & Construction","",9.26,"",2025,13860.0,595.0,500.0
"1447","SAAF HOLDINGS CO LTD","20260220",415.0,-17.0,96.94,31.69,2.98,108.57,78.8,"JPY",40.6,29.7,"",0,-5.2,14.4,16.8,-12.0,"","Commercial Services","Information Technology Services","",24.4,"",2025,28855.0,475.0,230.0
"1449","FUJI JAPAN CO LTD","20260220",260.0,"","","",-15.9,122.54,-41.5,"JPY","",0.0,"",0,-5.6,-18.0,-4.7,12.9,"","Consumer Durables","Building Products & Equipment","",2.13,"",2024,1113.0,303.0,184.0
"1450","TANAKEN INC","20260220",1594.0,16.0,4820.36,1771.08,16.95,945.06,1394.0,"JPY",7.8,54.1,"",0,22.6,17.4,20.0,20.2,"","Industrial Services","Engineering & Construction","",8.7,"",2025,12286.0,1520.0,1125.0
"1451","KHC Ltd.","20241203",1124.0,0.0,1100.0,359.59,4.99,734.94,319.0,"JPY",-1.6,68.4,"",0,5.8,6.1,6.0,5.8,"","Real Estate","Real Estate - Development","",8.7,"",2024,10062.0,"",""
"145A","L IS B CORP","20260220",809.0,"","","",-7.16,333.79,-122.4,"JPY","",0.0,"",0,2.2,"",-30.0,"","","Technology Services","Packaged Software","",5.12,"",2024,1594.0,1543.0,500.0
"146A","COLUMBIA WORKS INC","20260220",4250.0,12.0,10608.93,3468.08,20.28,1743.52,2454.2,"JPY","",7.0,70.0,0,31.4,28.0,25.8,"","","Finance","Real Estate Development","",6.94,"",2024,20981.0,4095.0,1617.5
"147A","SORACOM INC","20260220",1015.0,-11.0,395.57,129.31,5.78,227.96,596.7,"JPY","",0.0,"",0,6.6,12.2,0.4,"","","Technology Services","Packaged Software","",45.25,"",2025,8993.0,1335.0,686.0
"148A","HATCH WORK CO. LTD","20260220",1861.0,4.0,2475.53,809.25,20.28,406.87,157.6,"JPY",755.3,0.0,"",0,60.7,35.6,-82.0,-85.6,"","Technology Services","Packaged Software","",1.91,"",2024,2367.52,3155.0,1011.0
"1491","CHUGAI MINING CO","20260220",1021.0,8.0,1824.75,677.88,12.58,567.8,1029.2,"JPY",42.6,53.2,"",0,17.1,3.2,9.9,9.0,"","Non-Energy Minerals","Gold","",14.41,"",2025,162345.0,1760.0,697.0
"149A","THINCA CO LTD","20260220",691.0,-9.0,326.84,106.84,3.55,306.59,34.8,"JPY","",0.0,"",0,6.4,38.5,-32.5,"","","Technology Services","Packaged Software","",3.19,"",2024,1232.22,1549.0,731.0
"150A","JSH CO LTD","20260220",401.0,2.0,472.8,154.56,4.38,359.53,89.4,"JPY","",0.0,"",0,8.2,10.9,28.2,"","","Commercial Services","Personnel Services","",5.67,"",2025,3967.01,671.0,391.0
"1514","SUMISEKI HOLDINGS INC","20260220",870.0,10.0,1836.33,688.1,14.59,468.49,4087.5,"JPY",1.6,59.2,"",0,17.5,39.1,21.4,15.3,"","Distribution Services","Thermal Coal","",59.82,"",2025,10264.0,962.0,506.0
"1515","NITTETSU MINING CO","20260220",3665.0,-2.0,3094.1,1011.47,5.74,1798.26,8114.8,"JPY",132.7,26.2,"",0,4.6,5.5,7.3,8.6,"","Commercial Services","Copper","",78.68,"",2025,196766.0,4505.0,1010.0
"1518","MITSUI MATSUSHIMA HOLDINGS CO LTD","20260220",1487.0,15.0,4542.89,1485.08,9.05,1673.99,5910.3,"JPY",26.8,45.5,"",0,8.7,31.9,70.0,19.5,"","Non-Energy Minerals","Thermal Coal","",39.03,"",2025,60574.0,1600.0,656.0
"153A","CAULIS INC","20260220",1112.0,2.0,1324.71,433.05,21.78,202.7,286.6,"JPY","",0.0,4.8,0,61.2,"","","","","Technology Services","Packaged Software","",6.49,"",2024,1225.27,2888.0,688.0
"156A","Material Group, Inc.","20260220",826.0,8.0,1529.75,500.08,22.75,224.09,491.1,"JPY","",8.6,"",0,23.1,46.0,51.9,"","","Commercial Services","Miscellaneous Commercial Services","",9.63,"",2025,6288.0,976.0,553.0
"157A","GREEN MONSTER INC","20260220",1060.0,1.0,1144.11,374.01,8.37,455.41,119.8,"JPY","",4.2,"",0,5.6,24.4,"","","","Technology Services","Packaged Software","",3.14,"",2025,2006.0,1480.0,410.0
"1605","國際石油開發帝石","20260220",3677.0,15.0,11179.81,3654.7,9.17,4065.53,441982.8,"JPY",81.8,35.4,100.0,0,10.5,8.1,17.6,8.9,"","Energy Minerals","Oil & Gas E&P","",1186.02,"",2024,2265837.0,4002.0,1651.0
"160A","AS PARTNERS CO LTD","20260220",2502.0,15.0,7588.58,2480.72,21.75,1162.84,905.6,"JPY",122.5,18.3,"",0,40.2,30.3,7.2,"",14.7,"Health Services","Hospital/Nursing Management","",3.58,"",2025,17917.81,3550.0,1550.0
"165A","SBI RHEOS HIFUMI INC","20251126",210.0,9.0,409.88,133.99,20.14,67.84,1332.2,"JPY","",27.3,"",0,21.5,23.0,"","","","Finance","Investment Managers","",97.51,"",2025,11424.0,224.0,150.0
"1662","JAPAN PETROLEUM EXPLORATION CO LTD","20260220",2357.0,9.0,4796.33,1567.93,7.75,2061.9,40920.7,"JPY",93.2,20.5,"",0,7.3,12.6,16.5,7.8,"","Energy Minerals","Oil & Gas E&P","",255.95,"",2025,389082.0,2510.0,893.0
"1663","K&O ENERGY GROUP INC","20260220",5170.0,4.0,7111.71,2324.83,6.56,3613.53,6327.1,"JPY",42.0,37.5,50.0,0,6.9,7.8,6.4,3.9,"","Utilities","Utilities - Regulated Gas","",26.69,"",2024,92421.0,4865.0,2345.0
"166A","TASUKI Holdings Inc.","20260220",844.0,12.0,2090.87,728.59,12.6,593.18,4022.0,"JPY","",27.0,"",0,23.1,"","","","","Technology Services","Packaged Software","",53.82,"",2025,74412.0,913.0,543.0
"167A","RYOYO RYOSAN HOLDINGS INC","20260220",3230.0,0.0,3137.32,1025.59,3.19,3278.82,4192.5,"JPY","",0.0,"",0,"","","","","","Distribution Services","Electronics Distributors","",40.09,"",2025,359811.0,3360.0,2035.0
"1711","SDS HOLDINGS CO LTD","20260220",278.0,"","","",-21.87,59.24,-132.6,"JPY","",0.0,"",0,-21.3,-17.3,-37.8,-766.7,"","Producer Manufacturing","Utilities - Renewable","",10.23,"",2025,4035.0,341.0,180.0
"1712","DAISEKI ECO. SOLUTION CO LTD","20251218",1845.0,3.0,2257.05,737.83,7.23,1041.17,1264.7,"JPY",55.2,28.3,"",0,8.0,10.6,5.2,9.6,"","Industrial Services","Waste Management","",16.81,"",2025,19944.0,1874.0,920.0
"1716","DAI-ICHI CUTTER KOGYO KK","20260220",1584.0,12.0,3807.33,1244.62,7.42,1709.24,1427.8,"JPY",20.2,50.6,"",0,7.0,11.6,12.3,12.5,"","Industrial Services","Engineering & Construction","",11.25,"",2025,20228.0,1477.0,1240.0
"1717","MEIHO FACILITY WORKS","20260220",1071.0,9.0,2057.81,777.39,16.06,475.85,898.9,"JPY",27.4,63.8,"",0,17.9,17.1,15.2,15.3,"","Industrial Services","Engineering & Construction","",11.76,"",2025,5716.0,1155.0,811.0
"1718","MIKIKOGYO CO LTD","20260220",8200.0,15.0,25407.8,8305.85,5.87,14439.45,923.2,"JPY",-8.2,58.2,300.0,0,4.3,5.6,4.8,5.9,"","Industrial Services","Engineering & Construction","",1.09,"",2024,27292.0,9970.0,4540.0
"1719","HAZAMA ANDO CORP","20260220",2112.0,9.0,3302.28,1251.33,12.44,1091.88,21301.2,"JPY",47.3,60.8,"",0,14.5,9.6,8.9,12.4,"","Industrial Services","Engineering & Construction","",156.8,"",2025,425160.0,2270.0,1200.0
"1720","TOKYU CONSTRUCTION CO(NEW)","20260220",1554.0,5.0,2318.58,757.95,8.08,956.65,8210.9,"JPY",-31.3,77.0,"",0,6.5,7.6,2.8,-7.5,"","Consumer Durables","Engineering & Construction","",106.24,"",2025,293139.0,1663.0,698.0
"1721","COMSYS控股","20260220",5528.0,5.0,8186.77,2676.27,8.45,3229.99,31691.0,"JPY",1.1,72.9,"",0,8.7,7.9,5.8,9.1,"","Industrial Services","Engineering & Construction","",116.13,"",2025,614631.0,5476.0,2850.0
"1723","NIHON DENGI CO","20260220",11430.0,1.0,12778.58,4619.46,16.63,2479.22,6566.2,"JPY",38.8,47.1,"",0,19.1,15.1,11.0,10.4,"","Electronic Technology","Electronic Components","",15.93,"",2025,43061.0,12190.0,3065.0
"1724","SYNCLAYER INC","20260220",738.0,22.0,3610.92,1180.42,9.15,1315.85,562.1,"JPY",48.8,39.0,28.0,0,9.7,7.0,5.8,26.3,"","Electronic Technology","Communication Equipment","",4.67,"",2024,11711.0,752.0,543.0
"1726","BR. HOLDINGS CORPORATION","20260220",528.0,5.0,791.15,258.63,7.92,332.8,1193.9,"JPY",20.1,62.4,"",0,8.3,9.5,7.4,12.1,"","Industrial Services","Engineering & Construction","",45.27,"",2025,40770.0,531.0,296.0
"1730","Aso Foam Crete Co. Ltd.","20250331",677.0,"","","",-17.08,21.93,-168.2,"JPY","",0.0,"",0,-18.8,-1.2,-3.5,11.3,"","Industrials","Engineering & Construction","",44.92,"",2024,3139.0,711.0,0.0
"1736","OTEC CORP","20260220",2548.0,11.0,5802.24,2035.03,13.73,1444.67,3073.4,"JPY",75.8,30.9,"",0,14.9,8.4,7.4,7.9,"","Producer Manufacturing","Industrial Distribution","",15.49,"",2025,31424.0,2792.0,1155.0
"1738","NITTOH CORPORATION","20260220",655.0,-9.0,321.01,104.94,3.57,299.55,165.8,"JPY",79.1,20.2,"",0,2.6,8.0,6.9,7.9,"","Industrial Services","Engineering & Construction","",15.49,"",2025,10328.0,"",""
"173A","HAMMOCK INC","20260220",1435.0,14.0,3995.49,1306.13,20.58,647.27,560.7,"JPY","",12.7,"",0,25.9,34.2,33.3,"","","Technology Services","Packaged Software","",4.21,"",2025,4707.0,1850.0,1350.0
"1743","Koatsu Kogyo Co., Ltd.","20251127",1822.0,23.0,9258.85,3026.74,7.44,4150.22,700.6,"JPY",-17.6,55.2,"",0,8.2,6.4,3.1,8.1,12.2,"Industrial Services","Engineering & Construction","",2.27,"",2025,13940.0,371215040.0,1125.0
"1757","SOUKEN ACE CO LTD","20250918",1.0,"","","",-2100.0,0.09,-588.0,"JPY","",0.0,"",0,-182.0,-227.3,-68.6,-73.3,"","Consumer Services","Real Estate - Development","",297.53,"",2025,1785.0,30.0,1.0
"1758","TAIYO KISOKOGYO CO","20260220",2666.0,7.0,4563.75,1491.9,3.44,4420.5,304.3,"JPY",59.5,37.0,60.0,0,1.4,2.4,8.0,6.7,"","Industrial Services","Engineering & Construction","",2.0,"",2025,13482.0,2805.0,1503.0
"175A","WILL SMART CO LTD","20260220",793.0,"","","",-16.27,278.23,-66.5,"JPY","",0.0,"",0,-23.8,-29.1,-5.0,"","","Technology Services","Packaged Software","",1.47,"",2024,935.86,1612.0,626.0
"1762","TAKAMATSU CONSTRUCTION GROUP CO LTD","20260220",3935.0,8.0,7059.22,2307.67,5.95,3954.74,8193.4,"JPY",9.0,61.7,"",0,4.8,6.7,6.2,6.0,"","Consumer Durables","Engineering & Construction","",34.82,"",2025,346685.0,4420.0,2413.0
"1764","KUDO CORP","20260220",3350.0,16.0,10824.19,3538.45,8.32,4337.9,447.4,"JPY",314.1,7.0,"",0,21.0,"","","","","Consumer Durables","Engineering & Construction","",1.24,"",2025,22497.0,3260.0,2508.0
"1766","TOKEN CORPORATION","20260220",14850.0,8.0,26548.52,9565.74,10.79,9951.64,14426.2,"JPY",60.0,38.6,"",0,13.0,7.9,6.0,9.8,"","Finance","Real Estate Services","",13.44,"",2025,366640.0,15450.0,11890.0
"1768","SONEC CORP","20260220",1660.0,9.0,3232.9,1056.84,8.7,1239.12,787.8,"JPY",38.9,46.5,"",0,5.4,2.8,8.5,10.5,"","Industrial Services","Engineering & Construction","",7.31,"",2025,15196.0,1796.0,808.0
"176A","REZIL INC","20260113",2732.0,2.0,3174.99,1037.91,19.92,531.23,2029.9,"JPY",51.5,38.3,"",0,28.0,32.2,21.6,20.1,"","Utilities","Electric Utilities","",19.18,"",2025,46647.0,1379397376.0,1544.0
"1770","FUJITA ENGINEERING CO","20260220",1810.0,16.0,4805.28,1723.88,9.79,2067.86,1858.7,"JPY",57.4,35.6,"",0,12.2,9.7,8.2,9.6,"","Industrial Services","Engineering & Construction","",9.18,"",2025,32646.0,1907.0,1201.0
"1771","Nippon Kanryu Industry Co., Ltd.","20260220",975.0,5.0,1452.56,474.85,4.66,1038.06,444.0,"JPY",-10.8,57.1,"",0,4.4,6.3,7.4,9.3,13.0,"Industrial Services","Engineering & Construction","",9.17,"",2025,17594.0,1071.0,882.0
"1773","YTL CORP","20260220",80.0,11.0,176.11,60.97,11.42,1.49,1957.5,"MYR",93.7,23.1,"",0,11.9,14.8,8.4,3.4,"","Utilities","Utilities - Diversified","",11473.79,"",2025,30796.9,97.0,43.0
"1775","Fuji Furukawa Engineering & Construction Co. Ltd.","20250213",7160.0,11.0,15430.51,5828.48,13.08,4616.13,5429.8,"JPY",6.1,60.7,"",0,14.7,14.0,14.7,15.7,"","Industrials","Engineering & Construction","",8.99,"",2024,103649.0,0.0,0.0
"1776","SUMIKEN MITSUI ROAD CO LTD","20260220",1659.0,-4.0,1184.36,387.17,2.68,1472.31,363.6,"JPY",65.6,40.5,"",0,1.4,5.3,5.3,5.1,"","Industrial Services","Engineering & Construction","",9.21,"",2025,30157.0,1690.0,1189.0
"1777","KAWASAKI SETSUBI KOGYO CO. LTD.","20260220",2960.0,19.0,9020.73,2948.89,20.72,1451.03,2763.4,"JPY",16.4,57.2,"",0,17.2,7.7,6.7,8.6,"","Producer Manufacturing","Specialty Industrial Machinery","",9.19,"",2025,29159.0,"",""
"177A","KOHJIN BIO CO LTD","20260220",1215.0,18.0,4498.72,1533.19,13.18,1131.31,762.1,"JPY",73.2,18.2,"",0,25.2,12.7,37.4,26.3,"","Health Technology","Biotechnology","",5.11,"",2025,5206.0,2020.0,1180.0
"1780","YAMAURA CORP","20260220",1616.0,15.0,4701.83,1709.27,13.6,1229.16,3165.1,"JPY",20.2,46.0,"",0,14.7,17.1,4.5,4.9,"","Industrial Services","Engineering & Construction","",18.93,"",2025,35613.0,1600.0,1032.0
"1783","Fantasista Co.,Ltd","20260220",68.0,"","","",-0.97,37.5,-61.9,"JPY",97.7,1.2,"",0,-1.1,3.3,20.2,-1.1,3.5,"Finance","Real Estate - Diversified","",170.04,"",2025,9422.0,74.0,35.0
"1786","ORIENTAL SHIRAISHI CORPORATION","20260220",420.0,9.0,850.28,277.96,7.11,398.45,3646.9,"JPY",43.6,48.7,"",0,7.5,11.0,9.8,12.1,"","Industrial Services","Engineering & Construction","",128.67,"",2025,64553.0,440.0,323.0
"1787","NAKABOHTEC CORROSION PROTECTING","20260220",5980.0,9.0,11603.66,3793.26,10.9,3548.78,951.5,"JPY",7.6,81.6,"",0,12.6,10.4,11.6,10.2,"","Producer Manufacturing","Metal Fabrication","",2.46,"",2025,14725.0,6350.0,4710.0
"1788","SANTO CORPORATION","20260220",5520.0,11.0,12592.74,4116.59,7.69,5458.06,260.3,"JPY",70.9,29.9,"",0,6.9,4.5,8.9,"","","Industrial Services","Engineering & Construction","",0.62,"",2025,8199.0,6400.0,3655.0
"1789","Yamaka Electric Construction Co. Ltd.","20241011",508.0,18.0,1839.89,648.36,12.35,540.82,425.3,"JPY",52.3,31.5,"",0,15.6,12.1,9.1,5.3,7.4,"Industrials","Engineering & Construction","",6.37,"",2025,11261.0,"",""
"1795","Masaru Corporation","20260220",4530.0,15.0,13955.06,4561.93,7.85,5929.21,414.0,"JPY",22.7,58.5,"",0,9.0,5.8,7.7,2.6,7.7,"Industrial Services","Engineering & Construction","",0.89,"",2025,10647.0,4955.0,3500.0
"1798","MORIYA CORPORATION","20260220",6920.0,19.0,25785.83,9099.19,12.64,7311.93,2014.3,"JPY",46.2,32.4,"",0,11.5,12.4,7.2,13.0,"","Industrial Services","Engineering & Construction","",2.18,"",2025,50266.0,7550.0,3240.0
"1801","大成建設","20260220",18795.0,-2.0,15634.8,5111.04,9.96,5231.55,86288.5,"JPY",48.6,90.0,"",0,8.6,2.7,4.9,8.5,"","Industrial Services","Engineering & Construction","",165.57,"",2025,2154223.0,19175.0,5793.0
"1802","大林組","20260220",4153.0,-1.0,3926.39,1283.54,7.91,1655.32,91577.7,"JPY",21.2,74.5,"",0,7.7,6.0,6.8,3.5,"","Consumer Durables","Engineering & Construction","",699.71,"",2025,2620101.0,4385.0,1742.5
"1803","清水建設","20260220",3574.0,-10.0,1509.08,493.32,3.96,1271.25,34032.7,"JPY",0.0,72.3,"",0,3.3,-4.2,3.7,4.1,"","Industrial Services","Engineering & Construction","",676.56,"",2025,1944360.0,3582.0,1166.5
"1805","Tobishima Corp.","20241011",1439.0,20.0,6163.39,2014.82,7.81,2629.82,3934.3,"JPY",20.2,58.8,"",0,7.6,7.0,6.9,8.5,"","Industrials","Engineering & Construction","",19.15,"",2025,138259.0,"",""
"1807","WATANABE SATO CO LTD","20260220",2034.0,12.0,4987.74,1630.5,4.86,3420.19,1037.5,"JPY",58.9,34.8,"",0,4.3,6.2,2.2,9.9,"","Industrial Services","Engineering & Construction","",6.24,"",2025,40422.0,2093.0,1400.0
"1808","HASEKO CORPORATION","20260220",3273.0,9.0,4953.25,1870.43,10.76,1973.86,57229.7,"JPY",25.7,57.3,"",0,11.2,12.4,14.4,13.8,"","Consumer Durables","Residential Construction","",269.54,"",2025,1177353.0,3531.0,1788.0
"1810","MATSUI CONSTRUCTION CO","20260220",1848.0,7.0,3080.64,1007.07,5.83,1762.4,2949.2,"JPY",130.9,29.0,"",0,5.6,0.5,4.3,4.3,"","Industrial Services","Engineering & Construction","",28.72,"",2025,99253.0,1929.0,776.0
"1811","ZENITAKA CORP","20260220",9180.0,8.0,16703.84,5460.52,4.12,13528.91,3986.7,"JPY",285.8,8.8,"",0,3.7,4.8,2.8,2.5,"","Industrial Services","Engineering & Construction","",7.16,"",2025,120660.0,9330.0,3165.0
"1812","鹿島建設","20260220",6837.0,2.0,7896.71,2581.45,9.75,2699.96,122657.0,"JPY",105.2,24.7,"",0,9.1,9.1,10.7,12.1,"","Industrial Services","Engineering & Construction","",465.98,"",2025,2911816.0,8040.0,2693.5
