代號,名稱,年度,季別,現金股利,股東會日期,股利所屬期間,決議（擬議）進度,股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積發放之現金(元/股),股東配發-資本公積發放之現金(元/股),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積轉增資配股(元/股),股東配發-資本公積轉增資配股(元/股),股東配發-股東配股總股數(股)
1446,宏和,114,Y1,1.5,115/06/05,114/01/01~114/12/31,股東會確認,1.5,0.0,0.0,0.0,0.0,0.0,0
1447,力鵬,114,Y1,0.0,115/06/09,114/01/01~114/12/31,股東會確認,0.0,0.0,0.0,0.0,0.0,0.0,0
1449,佳和,114,Y1,0.0,115/06/24,114/01/01~114/12/31,股東會確認,0.0,0.0,0.0,0.0,0.0,0.09999994,1271145
1451,年興,114,Y1,1.0,不適用,114/01/01~114/12/31,董事會決議,1.0,0.0,0.0,0.0,0.0,0.0,0
1452,宏益,114,Y1,0.2,不適用,114/01/01~114/12/31,董事會決議,0.2,0.0,0.0,0.0,0.0,0.0,0
1453,大將,114,Y1,0.0,115/06/12,114/01/01~114/12/31,股東會確認,0.0,0.0,0.0,0.3,0.0,0.0,3397292
1454,台富,114,Y1,0.1,不適用,114/01/01~114/12/31,董事會決議,0.0,0.0,0.1,0.0,0.0,0.0,0
1455,集盛,114,Y1,0.16,不適用,114/01/01~114/12/31,董事會決議,0.0,0.0,0.16,0.0,0.0,0.0,0
1456,怡華,114,Y1,0.0,不適用,114/01/01~114/12/31,董事會決議,0.0,0.0,0.0,0.0,0.0,0.0,0
1457,宜進,114,Y1,1.0,不適用,114/01/01~114/12/31,董事會決議,1.0,0.0,0.0,0.0,0.0,0.0,0
1459,聯發,114,Y1,0.2,115/05/12,114/01/01~114/12/31,股東會確認,0.2,0.0,0.0,0.0,0.0,0.0,0
1460,宏遠,114,Y1,0.0,115/05/26,114/01/01~114/12/31,股東會確認,0.0,0.0,0.0,0.0,0.0,0.0,0
1463,強盛新,114,Y1,0.1273,115/06/24,114/01/01~114/12/31,股東會確認,0.1273,0.0,0.0,0.0,0.0,0.0,0
1464,得力,114,Y1,0.25,115/06/09,114/01/01~114/12/31,股東會確認,0.2,0.0,0.05,0.0,0.0,0.0,0
1465,偉全,114,Y1,0.3,不適用,114/01/01~114/12/31,董事會決議,0.0,0.0,0.3,0.0,0.0,0.0,0
1466,聚隆,114,Y1,0.2,不適用,114/01/01~114/12/31,董事會決議,0.0,0.0,0.2,0.0,0.0,0.0,0
1467,南緯,114,Y1,0.0,115/06/12,114/01/01~114/12/31,股東會確認,0.0,0.0,0.0,0.0,0.0,0.0,0
1468,昶和,114,Y1,0.0,不適用,114/01/01~114/12/31,董事會決議,0.0,0.0,0.0,0.0,0.0,0.0,0
1470,大統新創,114,H2,0.65,不適用,114/07/01~114/12/31,董事會決議,0.65,0.0,0.0,0.0,0.0,0.0,0
1470,大統新創,114,H1,0.0,不適用,114/01/01~114/06/30,董事會決議,0.0,0.0,0.0,0.0,0.0,0.0,0
1471,首利,114,Y1,0.0,不適用,114/01/01~114/12/31,董事會決議,0.0,0.0,0.0,0.0,0.0,0.0,0
1472,三洋實業,114,Y1,6.0,115/05/26,114/01/01~114/12/31,股東會確認,6.0,0.0,0.0,0.0,0.0,0.0,0
1473,台南,114,Y1,0.5,115/05/26,114/01/01~114/12/31,股東會確認,0.5,0.0,0.0,0.0,0.0,0.0,0
1474,弘裕,114,Y1,0.25,115/06/23,114/01/01~114/12/31,股東會確認,0.25,0.0,0.0,0.0,0.0,0.0,0
1475,業旺,114,Y1,1.5,不適用,114/01/01~114/12/31,董事會決議,0.5,0.0,1.0,0.0,0.0,0.0,0
1476,儒鴻,114,Y1,15.0,不適用,114/01/01~114/12/31,董事會決議,15.0,0.0,0.0,0.0,0.0,0.0,0
1477,聚陽,114,H2,9.0,不適用,114/07/01~114/12/31,董事會決議,9.0,0.0,0.0,0.0,0.0,0.0,0
1477,聚陽,114,H1,6.0,不適用,114/01/01~114/06/30,董事會決議,6.0,0.0,0.0,0.0,0.0,0.0,0
1503,士電,114,Y1,5.0,115/06/17,114/01/01~114/12/31,股東會確認,5.0,0.0,0.0,0.0,0.0,0.0,0
1504,東元,114,Y1,2.0,不適用,114/01/01~114/12/31,董事會決議,2.0,0.0,0.0,0.0,0.0,0.0,0
1506,正道,114,Y1,0.0,115/05/27,114/01/01~114/12/31,股東會確認,0.0,0.0,0.0,0.0,0.0,0.0,0
1512,瑞利,114,Y1,0.0,115/06/24,114/01/01~114/12/31,股東會確認,0.0,0.0,0.0,0.0,0.0,0.0,0
1513,中興電,114,Y1,6.0,115/05/25,114/01/01~114/12/31,股東會確認,6.0,0.0,0.0,0.0,0.0,0.0,0
1514,亞力,114,Y1,2.0,115/06/11,114/01/01~114/12/31,股東會確認,2.0,0.0,0.0,0.2,0.0,0.0,5462169
1515,力山,114,Y1,0.6,不適用,114/01/01~114/12/31,董事會決議,0.6,0.0,0.0,0.0,0.0,0.0,0
1516,川飛,114,Y1,0.0,115/06/25,114/01/01~114/12/31,股東會確認,0.0,0.0,0.0,0.0,0.0,0.0,0
1517,利奇,114,Y1,0.2,115/06/25,114/01/01~114/12/31,股東會確認,0.2,0.0,0.0,0.0,0.0,0.0,0
1519,華城,114,Y1,11.0,115/06/12,114/01/01~114/12/31,現金股利經董事會決議、增資配股經董事會擬議,11.0,0.0,0.0,1.0,0.0,0.0,31588085
1521,大億,114,Y1,0.75,不適用,114/01/01~114/12/31,董事會決議,0.75,0.0,0.0,0.0,0.0,0.0,0
1522,堤維西,114,Y1,1.2,115/06/17,114/01/01~114/12/31,股東會確認,1.2,0.0,0.0,0.0,0.0,0.0,0
1522A,堤維西甲特,114,Y1,2.0,115/06/17,114/01/01~114/12/31,股東會確認,2.0,0.0,0.0,0.0,0.0,0.0,0
1524,耿鼎,114,Y1,1.4,不適用,114/01/01~114/12/31,董事會決議,1.4,0.0,0.0,0.0,0.0,0.0,0
1525,江申,114,Y1,2.8,115/05/26,114/01/01~114/12/31,股東會確認,2.8,0.0,0.0,0.0,0.0,0.0,0
1526,日馳,114,H2,0.0,不適用,114/07/01~114/12/31,董事會決議,0.0,0.0,0.0,0.0,0.0,0.0,0
1526,日馳,114,H1,0.0,不適用,114/01/01~114/06/30,董事會決議,0.0,0.0,0.0,0.0,0.0,0.0,0
1527,鑽全,114,Y1,1.5,115/06/15,114/01/01~114/12/31,股東會確認,1.5,0.0,0.0,0.0,0.0,0.0,0
1528,恩德,114,Y1,0.0,115/05/22,114/01/01~114/12/31,股東會確認,0.0,0.0,0.0,0.0,0.0,0.0,0
1529,樂事綠能,114,Y1,0.5,115/05/22,114/01/01~114/12/31,股東會確認,0.3,0.0,0.2,0.5,0.0,0.0,7754753
1530,亞崴,114,Y1,0.1,115/05/27,114/01/01~114/12/31,股東會確認,0.1,0.0,0.0,0.9,0.0,0.0,8513476
1531,高林股,114,Y1,1.0,115/06/26,114/01/01~114/12/31,股東會確認,0.0,0.0,1.0,0.0,0.0,0.0,0
1532,勤美,114,Y1,0.8,不適用,114/01/01~114/12/31,董事會決議,0.8,0.0,0.0,0.0,0.0,0.0,0
1533,車王電,114,Y1,0.0,115/06/23,114/01/01~114/12/31,股東會確認,0.0,0.0,0.0,0.0,0.0,0.0,0
1535,中宇,114,Y1,3.0,115/05/28,114/01/01~114/12/31,股東會確認,3.0,0.0,0.0,0.0,0.0,0.0,0
1536,和大,114,H2,0.0,不適用,114/07/01~114/12/31,董事會決議,0.0,0.0,0.0,0.0,0.0,0.0,0
1536,和大,114,H1,0.0,不適用,114/01/01~114/06/30,董事會決議,0.0,0.0,0.0,0.0,0.0,0.0,0
1537,廣隆,114,Y1,7.2,115/06/17,114/01/01~114/12/31,股東會確認,7.2,0.0,0.0,0.0,0.0,0.0,0
1538,正峰,114,Y1,0.0,115/06/29,114/01/01~114/12/31,股東會確認,0.0,0.0,0.0,0.0,0.0,0.0,0
1539,巨庭,114,Y1,0.0,115/06/16,114/01/01~114/12/31,股東會確認,0.0,0.0,0.0,0.0,0.0,0.0,0
1540,喬福,114,Y1,1.0,115/06/29,114/01/01~114/12/31,股東會確認,1.0,0.0,0.0,0.0,0.0,0.0,0
1541,錩泰,114,Y1,0.0,不適用,114/01/01~114/12/31,董事會決議,0.0,0.0,0.0,0.0,0.0,0.0,0
1558,伸興,114,Y1,5.0,115/05/25,114/01/01~114/12/31,股東會確認,5.0,0.0,0.0,0.0,0.0,0.0,0
1560,中砂,114,Y1,5.0,不適用,114/01/01~114/12/31,董事會決議,3.7,0.0,1.3,0.0,0.0,0.0,0
1563,巧新,114,Y1,2.0,不適用,114/01/01~114/12/31,董事會決議,1.0,0.0,1.0,0.0,0.0,0.0,0
1568,倉佑,114,Y1,1.0,不適用,114/01/01~114/12/31,董事會決議,1.0,0.0,0.0,0.0,0.0,0.0,0
1582,信錦,114,Y1,3.0,115/05/29,114/01/01~114/12/31,股東會確認,3.0,0.0,0.0,0.0,0.0,0.0,0
1583,程泰,114,Y1,0.1,115/05/29,114/01/01~114/12/31,現金股利經董事會決議、增資配股經股東會確認,0.1,0.0,0.0,0.9,0.0,0.0,9846033
1587,吉茂,114,H1,0.0,不適用,114/01/01~114/06/30,董事會決議,0.0,0.0,0.0,0.0,0.0,0.0,0
1587,吉茂,114,H2,0.0,不適用,114/07/01~114/12/31,董事會決議,0.0,0.0,0.0,0.0,0.0,0.0,0
1590,亞德客-KY,114,Y1,28.58656001,不適用,114/01/01~114/12/31,董事會決議,28.58656001,0.0,0.0,0.0,0.0,0.0,0
1597,直得,114,Y1,0.7,不適用,114/01/01~114/12/31,董事會決議,0.7,0.0,0.0,0.0,0.0,0.0,0
1598,岱宇,114,Y1,0.5,不適用,114/01/01~114/12/31,董事會決議,0.0,0.0,0.5,0.0,0.0,0.0,0
1603,華電,114,Y1,2.0,115/06/24,114/01/01~114/12/31,股東會確認,2.0,0.0,0.0,0.0,0.0,0.0,0
1604,聲寶,114,Y1,1.5,不適用,114/01/01~114/12/31,董事會決議,1.5,0.0,0.0,0.0,0.0,0.0,0
1605,華新,114,Y1,0.5,不適用,114/01/01~114/12/31,董事會決議,0.5,0.0,0.0,0.0,0.0,0.0,0
1608,華榮,114,Y1,2.0,115/06/17,114/01/01~114/12/31,股東會確認,2.0,0.0,0.0,0.0,0.0,0.0,0
1609,大亞,114,Y1,0.7,115/05/22,114/01/01~114/12/31,股東會確認,0.7,0.0,0.0,0.0,0.0,0.0,0
1611,中電,114,Y1,0.8,不適用,114/01/01~114/12/31,董事會決議,0.8,0.0,0.0,0.0,0.0,0.0,0
1612,宏泰,114,Y1,2.5,不適用,114/01/01~114/12/31,董事會決議,2.5,0.0,0.0,0.0,0.0,0.0,0
1614,三洋電,114,Y1,0.96777202,不適用,114/01/01~114/12/31,董事會決議,0.96777202,0.0,0.0,0.0,0.0,0.0,0
1615,大山,114,Y1,2.5,115/06/15,114/01/01~114/12/31,現金股利經董事會決議、增資配股經股東會確認,2.5,0.0,0.0,0.1,0.0,0.0,1966637
1616,億泰,114,Y1,1.3584,115/06/15,114/01/01~114/12/31,股東會確認,1.3584,0.0,0.0,0.0,0.0,0.0,0
1617,榮星,114,Y1,0.6,115/06/16,114/01/01~114/12/31,股東會確認,0.6,0.0,0.0,0.0,0.0,0.0,0
1618,合機,114,Y1,1.7,不適用,114/01/01~114/12/31,董事會決議,1.5,0.0,0.2,0.0,0.0,0.0,0
1623,大東電,114,Y1,8.0,不適用,114/01/01~114/12/31,董事會決議,8.0,0.0,0.0,0.0,0.0,0.0,0
1626,艾美特-KY,114,Y1,0.0,不適用,114/01/01~114/12/31,董事會決議,0.0,0.0,0.0,0.0,0.0,0.0,0
1702,南僑,114,Y1,1.6,不適用,114/01/01~114/12/31,董事會決議,1.6,0.0,0.0,0.0,0.0,0.0,0
1707,葡萄王,114,H1,2.2,不適用,114/01/01~114/06/30,董事會決議,2.2,0.0,0.0,0.0,0.0,0.0,0
1707,葡萄王,114,H2,3.8,不適用,114/07/01~114/12/31,董事會決議,3.8,0.0,0.0,0.0,0.0,0.0,0
1708,東鹼,114,Y1,1.6,不適用,114/01/01~114/12/31,董事會決議,1.6,0.0,0.0,0.0,0.0,0.0,0
1709,和益,114,H1,0.0,不適用,114/01/01~114/06/30,董事會決議,0.0,0.0,0.0,0.0,0.0,0.0,0
1709,和益,114,H2,1.0,不適用,114/07/01~114/12/31,董事會決議,1.0,0.0,0.0,0.0,0.0,0.0,0
1710,東聯,114,Y1,0.0,115/05/19,114/01/01~114/12/31,股東會確認,0.0,0.0,0.0,0.0,0.0,0.0,0
1711,永光,114,Y1,0.0,不適用,114/01/01~114/12/31,董事會決議,0.0,0.0,0.0,0.0,0.0,0.0,0
1712,興農,114,Y1,2.5,不適用,114/01/01~114/12/31,董事會決議,2.5,0.0,0.0,0.0,0.0,0.0,0
1713,國化,114,Y1,3.1,115/06/24,114/01/01~114/12/31,股東會確認,3.1,0.0,0.0,0.0,0.0,0.0,0
1714,和桐,114,Y1,0.18,115/05/27,114/01/01~114/12/31,股東會確認,0.18,0.0,0.0,0.0,0.0,0.0,0
1717,長興,114,Y1,1.0,不適用,114/01/01~114/12/31,董事會決議,1.0,0.0,0.0,0.0,0.0,0.0,0
1718,中纖,114,Y1,0.0,115/06/11,114/01/01~114/12/31,股東會確認,0.0,0.0,0.0,0.0,0.0,0.0,0
1720,生達,114,Y1,2.0,115/05/12,114/01/01~114/12/31,現金股利經董事會決議、增資配股經董事會擬議,2.0,0.0,0.0,1.0,0.0,0.0,17869609
1721,三晃,114,Y1,0.0,115/06/16,114/01/01~114/12/31,股東會確認,0.0,0.0,0.0,0.0,0.0,0.0,0
1722,台肥,114,Y1,2.0,115/05/27,114/01/01~114/12/31,股東會確認,2.0,0.0,0.0,0.0,0.0,0.0,0
1723,中碳,114,Y1,1.85,115/05/26,114/01/01~114/12/31,股東會確認,1.85,0.0,0.0,0.0,0.0,0.0,0
1725,元禎,114,Y1,1.07,不適用,114/01/01~114/12/31,董事會決議,1.07,0.0,0.0,0.0,0.0,0.0,0
1726,永記,114,Y1,3.7,115/05/29,114/01/01~114/12/31,股東會確認,3.7,0.0,0.0,0.0,0.0,0.0,0
1727,中華化,114,Y1,0.15,不適用,114/01/01~114/12/31,董事會決議,0.15,0.0,0.0,0.0,0.0,0.0,0
1730,花仙子,114,H2,3.0,不適用,114/07/01~114/12/31,董事會決議,3.0,0.0,0.0,0.0,0.0,0.0,0
1730,花仙子,114,H1,0.0,不適用,114/01/01~114/06/30,董事會決議,0.0,0.0,0.0,0.0,0.0,0.0,0
1731,美吾華,114,Y1,1.22,115/06/10,114/01/01~114/12/31,股東會確認,1.22,0.0,0.0,0.0,0.0,0.0,0
1732,毛寶,114,Y1,0.6,不適用,114/01/01~114/12/31,董事會決議,0.6,0.0,0.0,0.0,0.0,0.0,0
1733,五鼎,114,Y1,1.3,不適用,114/01/01~114/12/31,董事會決議,1.3,0.0,0.0,0.0,0.0,0.0,0
1734,杏輝,114,Y1,1.0,115/06/16,114/01/01~114/12/31,股東會確認,1.0,0.0,0.0,0.6,0.0,0.0,11411807
1735,日勝化,114,Y1,0.65,115/05/27,114/01/01~114/12/31,股東會確認,0.65,0.0,0.0,0.0,0.0,0.0,0
